total_rooms,total_bedrooms,population,households,house_value
3050,559,1444,512,156300
1531,242,850,240,263600
15502,2613,7417,2358,261100
4694,824,2223,783,231800
3670,536,1723,592,218100
2869,405,1526,402,238300
9018,1572,4438,1498,263700
17466,3336,7644,2895,246500
4754,877,2412,832,192300
9859,1448,4194,1401,296200
2794,476,1387,442,213400
2323,373,1057,372,240900
2660,352,1226,366,319800
3029,555,1559,546,169200
5827,882,2588,842,344200
10394,1617,4496,1553,411300
1988,279,770,252,404500
3370,433,1020,408,500001
3540,453,1364,425,500001
3194,454,1032,406,500001
3961,511,1541,470,500001
2582,495,1088,471,500001
1721,264,710,282,500001
1651,273,650,271,500001
5484,1227,1947,1012,500001
1226,205,380,151,500001
3892,520,1454,524,396000
2512,356,795,353,369100
2718,326,1011,319,500001
4926,749,1478,634,439900
2518,458,931,414,485300
2695,491,1059,451,393500
2426,454,1085,420,387800
1631,310,665,297,492500
2127,512,1532,499,231300
3318,578,1273,538,382100
3900,977,1690,892,226900
2789,648,849,345,244700
1853,392,351,208,230700
3584,712,1619,667,394400
2736,585,1251,576,347700
5723,1242,2450,1140,376700
2229,346,1088,352,278300
3109,450,1433,453,269600
3498,663,1412,618,147600
3416,493,1319,467,324600
1787,311,1108,311,215800
2240,443,1104,416,148700
4632,759,1724,685,369800
2899,499,1356,512,220900
2144,340,928,344,286100
1146,338,672,292,300000
4459,928,2471,888,252700
1839,392,1302,404,214600
2750,555,1281,520,286900
1171,321,603,267,314300
2670,426,1034,407,295100
3225,515,1463,476,346700
2949,447,1335,426,342400
2110,335,1008,325,338700
4172,1022,2585,941,245800
3686,733,1612,672,367100
3333,808,1371,737,122400
2628,527,1389,520,343200
2718,518,815,403,357100
2035,534,948,467,369400
3147,765,2165,690,284800
2171,511,870,442,276300
2128,520,1049,485,290000
1797,458,775,391,331300
10923,2041,4773,1858,281300
2851,458,1286,467,243700
3559,552,1533,545,245500
13245,2212,5495,2060,262100
2670,527,936,461,354000
2392,446,747,421,500001
617,105,224,105,183000
7974,1703,2904,1550,188100
1380,322,755,286,168800
6091,1018,2064,957,259800
2644,422,1197,399,267900
4595,1341,2849,1197,185600
1006,277,610,246,187500
5710,1423,4163,1406,178500
1331,305,580,193,500001
1684,515,902,449,206300
4505,1140,2111,1062,283300
5550,1153,2372,1058,181800
1546,291,833,308,185400
1977,423,812,387,198000
2046,442,812,367,500001
1931,509,855,394,266700
4104,1274,4729,1187,173800
2205,453,1138,439,208600
975,382,650,286,192500
861,213,486,204,185000
928,264,538,248,197900
5039,1373,1298,696,313300
4123,1145,1703,895,500000
1877,581,1288,426,106300
928,317,845,319,187500
353,112,359,118,162500
1427,386,974,317,184400
1926,557,1190,483,166100
2129,562,1323,525,169900
2447,482,1405,486,150800
3297,728,1793,622,169700
1586,262,912,298,150300
2062,376,1302,379,145700
1251,220,700,232,142900
5963,1372,3015,1124,216100
2823,476,1189,433,198100
3546,553,1533,518,224500
3672,845,1827,796,173600
3575,525,1654,559,274100
3109,634,1823,578,153800
3619,791,1759,806,98500
2580,604,982,569,169300
1580,288,792,265,162400
4784,1039,1810,986,108900
2868,602,855,559,91200
1057,232,316,221,91700
1246,300,424,288,85800
14960,2988,6666,2612,184100
20944,3753,8738,3441,215500
2150,461,1428,407,157300
1835,430,599,399,87700
6235,1233,4127,1162,151600
4835,854,2983,834,152100
2204,482,1435,462,125600
1837,287,934,277,189800
2971,606,2051,493,117100
1502,367,1514,342,103300
1315,311,1425,306,99600
6131,1040,4049,940,150700
2513,351,1151,357,359000
4609,798,2582,746,173900
1678,275,1227,264,133800
2329,419,1456,381,131000
3483,764,2140,687,102300
3075,630,1843,674,97100
2499,420,1314,398,186900
8206,1523,4399,1423,170900
3737,757,2212,727,141000
2919,592,1130,579,155600
1905,416,1258,388,127900
4543,881,2298,870,143400
25135,4819,35682,4769,134400
2866,442,1354,431,257300
3165,482,1351,452,263300
2924,433,1193,394,331300
5294,817,2312,810,325700
3310,488,1104,460,314400
3313,679,1022,564,189900
6358,1182,2778,1020,295900
1921,312,862,280,376800
3536,765,2007,687,146700
2704,463,1322,424,227000
3339,704,1727,652,173200
2792,525,1696,516,171200
1614,431,1031,389,134400
2699,543,1425,491,137300
2221,548,1440,501,154600
1755,530,1687,511,146900
4687,793,2436,779,180900
2786,480,1250,450,222600
3725,960,2833,915,247000
1902,338,848,304,273300
3031,554,1301,518,296100
2889,587,1931,510,208300
5392,821,2350,810,291500
3518,658,2091,610,168800
2921,639,1838,540,117000
1088,209,601,193,243800
1800,312,891,281,267600
3103,569,1704,539,264700
3016,601,1727,541,232800
2073,313,573,221,419200
5898,1002,3129,945,254100
2980,539,1531,505,250000
4132,773,2012,703,234500
4068,829,918,500,281300
5819,919,2228,866,298100
3337,571,1385,512,272200
4992,,2106,801,307300
2690,459,1253,393,294600
4409,629,1875,609,286400
3675,672,1693,597,190800
2134,643,1555,560,175000
1430,343,704,322,162500
1991,330,1014,304,240100
3756,648,1767,614,196000
1718,308,1194,312,150900
2899,657,1946,579,172000
2334,573,962,557,97000
3224,729,1036,608,148800
1962,334,1173,349,162500
2486,626,1938,525,151400
544,108,348,127,164600
6160,993,2997,1029,205000
20908,3933,9690,3510,198500
2283,337,999,325,196700
1420,311,470,313,90800
2832,542,1065,531,98600
5764,996,3161,1012,177500
2010,347,1160,331,142600
2167,443,1654,435,135800
1906,408,1325,427,136000
1472,261,1012,285,175600
2145,379,1360,404,150700
3163,725,1675,629,121900
1852,322,978,332,156900
973,289,663,209,139300
2697,639,1633,580,165800
1944,488,1992,453,127200
1872,489,1859,446,121700
1846,419,1581,387,111300
1631,415,1045,386,147500
1701,404,989,367,171700
2361,618,1472,596,124500
2050,473,1302,471,131300
1203,292,1035,293,117000
1934,386,861,381,213800
4400,828,1901,735,198800
1736,277,801,292,205500
3372,720,1770,693,166000
2284,360,999,356,212500
3337,518,1288,466,253700
3004,656,1948,606,216900
3371,773,1481,627,215700
2342,595,1518,545,216100
2629,509,1044,522,158500
1891,306,830,279,207000
1569,351,1035,352,159400
2554,447,1147,422,192500
3337,565,1646,554,200200
7880,1533,3760,1460,182600
2143,299,828,283,239000
2349,312,809,282,283900
5846,894,2282,801,247800
1704,263,781,281,224400
3780,792,1632,721,111400
821,176,436,168,160600
3002,591,842,538,157300
676,118,384,126,178100
4540,793,2235,746,225600
23915,4135,10877,3958,244900
2560,445,952,448,87500
9998,1874,3925,1672,237500
1487,362,810,322,135700
3066,625,1164,582,228100
4624,946,2091,808,214500
4273,886,2328,801,183900
1787,361,1446,362,163800
3765,612,1722,593,218500
3561,722,1921,657,209700
2937,698,1246,579,196000
4503,1137,3094,1091,91600
4091,864,1927,765,199000
2025,414,1663,403,139200
4576,848,2314,705,210400
4839,954,1708,952,163300
1889,368,754,409,132800
596,115,426,137,214300
5923,1206,3943,1006,159900
4750,962,2726,905,158500
1660,,733,214,202700
2241,381,997,390,193200
1149,182,702,192,168400
1129,198,758,178,174600
1070,208,470,217,158900
3907,671,1759,663,172600
1649,278,993,277,170700
2618,539,1320,512,171400
1710,272,1025,267,163600
2363,408,1211,396,172600
2258,456,1147,433,153900
3652,923,1677,728,92000
6225,1683,5410,1580,117500
3068,596,912,554,168000
4372,736,1473,675,247800
3261,689,926,561,258900
3470,601,1197,552,279900
8552,1437,3335,1323,255800
3487,545,1410,557,240300
1862,291,685,248,237400
3676,720,1176,614,171900
2398,407,349,169,500001
3730,761,1335,603,227100
5320,855,2015,768,279600
3651,465,1311,435,340300
7208,1012,3097,1014,285200
5080,814,1958,716,299600
5685,1442,3773,1250,129900
1497,250,827,239,154200
1430,292,921,294,160900
2546,429,1683,408,160600
1893,297,936,287,157700
2155,379,1158,360,147500
3154,488,1656,429,222400
5391,886,2732,830,212800
5465,974,2844,950,174800
2465,412,1226,428,183800
6341,1030,2697,977,206700
2994,522,1231,503,180400
2629,494,1444,503,156800
3958,865,1981,840,137500
6817,1632,4526,1474,135300
555,165,612,176,137500
3819,674,2447,717,137200
7746,2035,5370,1838,98500
13814,2888,6583,2789,150000
4552,1166,2737,1051,136300
8742,2114,4854,1957,143500
8466,2628,7014,2267,113700
107,44,107,48,137500
8374,1407,2916,1295,191100
3159,685,1398,581,161100
2810,464,1564,457,182800
5546,974,2300,970,199800
10665,2576,4917,2424,159500
3208,636,1395,582,190500
6126,1032,2662,923,264000
3164,652,1123,699,80000
52,13,59,13,200000
961,342,315,201,275000
2641,627,1167,647,132400
9302,1603,4074,1504,199600
1032,235,363,177,186600
2402,336,1080,365,347300
2756,343,1045,340,444100
12045,2162,5640,1997,353000
3400,501,1383,488,249100
2876,539,1387,499,177000
3792,624,1988,658,178300
567,184,620,163,122500
1356,324,1301,331,115100
2094,585,1556,563,127700
1713,321,891,286,171600
1060,268,823,229,145500
2055,473,1326,427,139900
1832,444,1669,463,116700
674,208,565,188,114300
4578,927,2818,900,187700
2474,499,1224,461,146300
2453,599,1251,529,127000
5565,1237,3004,1139,142300
7483,1276,3516,1261,262500
7000,1185,3555,1118,172800
5149,851,2177,783,287500
2385,372,1118,369,169900
4393,642,2095,677,223500
2427,390,1099,362,167500
5516,746,2119,662,320200
3142,446,1286,419,248300
4677,581,1902,566,335600
3490,545,1628,535,239900
2816,501,1448,452,210900
2087,353,992,329,222600
2755,519,1474,460,225900
1406,260,737,279,239100
12480,1946,5102,1697,221000
5673,855,2592,797,199200
7217,1583,4197,1502,166700
3204,541,1818,529,171500
3213,634,1975,579,167200
9044,1689,5030,1596,164500
401,68,251,69,170200
1227,202,645,198,209800
4190,946,1802,673,158200
1820,374,1001,324,156300
1731,365,612,258,172900
992,224,334,126,134400
1985,361,536,209,148200
2522,538,616,269,198100
1378,272,532,188,221900
349,74,120,43,193800
4454,852,1754,656,189900
2746,514,731,295,176400
1791,367,327,185,100000
934,284,452,184,83700
382,128,194,69,58800
4890,1152,1289,570,98700
4085,876,2133,718,116500
2680,643,1644,516,127100
2595,606,1046,367,110700
1608,409,567,254,61800
4863,845,2266,769,217400
4281,786,1891,721,231800
3311,702,1627,624,187200
3688,817,1969,767,222900
3348,481,1222,443,308600
3874,565,1672,546,274600
4115,847,2032,745,169100
843,,918,152,240600
2053,321,993,309,248900
4630,624,2048,575,300300
3268,491,1431,503,259900
2652,393,1355,362,293100
4085,751,2129,688,214500
2652,520,1421,491,206100
1178,545,592,441,500001
3991,1311,2305,1201,500001
1314,317,473,250,500001
2852,581,838,510,500001
4985,1355,1848,1255,500001
2494,731,958,712,500001
741,170,277,165,500001
2583,672,1335,613,500001
2618,611,1328,559,350000
3278,775,1279,709,500001
812,252,629,247,500001
4088,946,1906,863,433300
1288,309,437,272,500001
1860,575,679,448,500001
2094,568,920,503,412500
1349,349,536,334,250000
2450,741,1415,664,375000
1642,570,1432,513,300000
1394,395,1700,400,168800
1724,416,1016,395,400000
1866,748,2957,710,243800
1821,738,1648,684,450000
3697,837,1446,711,500001
2892,751,1785,733,350000
3598,1011,2062,966,380000
2797,685,1156,651,500001
3823,1040,1830,977,450000
3321,1115,1576,1034,458300
1777,486,932,427,420000
3067,870,2122,850,287500
3457,1021,2286,994,225000
3364,1100,2112,1045,400000
3511,1232,2452,1131,275000
2909,851,1711,830,500001
3302,869,1178,727,500001
2161,544,904,431,350000
1999,642,1846,620,225000
2302,938,1515,861,55000
3260,1535,3260,1457,500001
4561,1474,1525,1169,500001
1185,660,1007,623,450000
1436,738,1688,662,237500
3610,1286,1504,1047,500001
6016,2509,3436,2119,275000
2737,1241,1761,1029,225000
5783,2747,4518,2538,225000
812,507,628,445,500001
1728,884,1211,752,500001
3275,837,1137,725,500001
3830,,1310,963,500001
1724,412,540,319,500001
4309,942,1297,798,500001
1375,322,287,184,500001
2869,594,500,335,500001
3257,735,1045,620,500001
1580,470,714,448,500001
1006,291,445,257,500000
3149,719,1145,658,500001
3161,472,842,410,500001
2865,593,1029,577,500001
1603,487,727,464,500001
3172,848,1259,806,466700
2788,813,1302,764,400000
2994,821,1240,779,500000
1976,726,1045,669,475000
1006,251,349,233,500000
1380,322,553,288,500001
2657,772,1014,685,500001
2696,572,925,552,500000
2520,649,959,607,500001
2802,622,954,572,500001
4079,1112,1466,1024,500001
4506,1342,1980,1239,500001
3565,892,1377,852,500001
3486,847,1248,813,500001
6186,1566,2065,1374,500001
1979,359,648,370,500001
1335,151,402,157,500001
2045,353,722,327,500001
1447,186,483,181,500001
2196,280,668,291,500001
3069,579,1107,536,500001
1734,482,731,429,425000
1457,215,495,208,500001
899,96,304,110,500001
2106,373,743,348,500001
1817,535,800,487,500001
3640,840,1525,796,500001
3785,808,1371,799,500001
3522,938,1319,887,500001
3219,969,1152,830,500001
2511,895,1202,804,87500
670,301,655,284,117500
3312,1095,1475,997,500001
3020,842,1294,769,500001
1637,394,649,379,460000
1903,461,831,433,500001
2083,491,1224,483,468800
1726,384,614,356,500000
2695,657,1243,573,372200
2747,699,1320,693,333300
2009,464,761,453,500001
3975,716,1515,691,500001
2459,1001,1362,957,450000
2380,843,1245,789,220000
1181,310,901,281,237500
1345,291,560,294,494400
2686,606,1392,578,355300
1682,379,837,375,400000
1235,314,481,297,492300
3510,791,1703,657,280000
1545,334,561,326,412500
1452,397,897,393,322700
1013,194,464,205,428300
2033,438,2198,418,418400
883,236,601,219,146900
2246,587,1277,546,350000
3017,851,1588,800,471400
2747,736,1309,653,341700
1118,279,514,284,346200
1364,386,707,379,293800
3587,1034,1821,936,287500
1205,468,577,363,275000
4065,1645,2079,1470,187500
1257,339,1093,384,72500
2728,908,1670,893,115000
2037,696,1371,585,112500
989,425,634,341,275000
1254,469,895,456,187500
1310,364,1009,379,177500
1952,628,1284,576,316700
4014,1069,2070,927,442900
3944,1072,1913,973,425000
2911,753,1696,676,475000
2705,647,1355,628,364300
2339,548,1090,507,350000
3188,708,1526,664,500001
1722,465,885,437,500001
3475,807,1518,777,500001
2296,509,1039,472,500000
2191,627,1100,585,500000
2645,626,1275,553,492900
3563,832,1712,787,335700
1760,366,742,318,400000
2002,520,939,501,488900
2994,736,1428,700,438900
1086,349,589,361,250000
1925,568,867,515,450000
1567,482,654,425,366700
2514,729,1428,597,412500
2416,620,1188,591,337500
1862,472,872,471,222700
4397,1116,1939,1053,354500
2685,629,1170,614,418800
2537,559,849,530,476900
5604,1268,2023,1196,400000
2202,452,833,435,455900
3225,667,1494,619,500001
3505,745,1374,714,500001
2518,507,979,516,500001
1457,292,621,315,450000
3095,682,1269,639,500001
3939,852,1737,797,500001
1928,836,2124,739,55000
1534,763,1520,614,375000
254,72,153,29,350000
361,76,168,55,275000
1963,565,1628,524,193800
352,132,313,105,350000
849,276,582,222,250000
1014,422,1055,382,32500
3464,1179,1441,919,275000
1405,515,725,392,187500
94,24,113,27,350000
5416,1045,4531,962,250000
464,202,286,148,112500
144,63,1061,68,225000
759,323,421,255,162500
1176,493,1136,436,312500
1291,588,1846,557,225000
2185,656,1266,626,350000
4226,1315,2619,1242,325000
3587,1030,2259,979,250000
2714,779,1438,733,275000
1582,353,868,329,250000
2250,566,1051,562,350000
2959,683,1145,666,361600
5089,1210,1935,1139,386100
4930,1381,2232,1321,316200
1581,422,580,388,423100
2589,569,945,544,376600
2564,457,810,442,500001
1968,472,784,430,370000
2110,454,816,438,370000
2509,496,855,478,405400
3771,1017,1575,921,427300
2242,459,751,464,500001
2356,501,909,481,455400
3708,849,1531,822,386400
4407,1192,2280,1076,270000
4001,1084,2129,1037,391200
2088,487,1082,488,490000
1190,400,1270,332,225000
2038,629,2007,596,266700
1494,610,1630,590,265000
2150,817,2075,807,212500
1855,611,1715,614,250000
1207,302,1008,269,262500
801,272,639,259,275000
1609,510,1155,439,250000
1974,525,935,465,300000
2112,528,1227,513,400000
2708,762,1460,741,400000
1564,396,1162,374,275000
2700,595,1181,575,396800
1970,495,871,474,355600
2459,507,1012,475,387900
2332,434,861,406,437500
2285,509,839,456,355600
3114,637,1144,591,375000
2082,425,801,411,368900
2721,581,1043,519,383700
1519,291,573,289,338800
1573,334,725,338,380400
1615,393,633,378,347500
3521,767,1415,687,362200
2960,623,1191,589,347700
2164,533,1122,469,306000
2713,624,1370,594,325700
1786,427,856,394,328100
2229,498,1079,472,324300
2155,468,962,490,325900
4850,977,1824,952,356100
5457,1247,2304,1180,409700
6291,1269,2818,1198,391900
2074,366,909,394,294900
184,44,118,40,350000
3328,653,1260,614,331000
2637,539,1159,497,333100
1514,314,724,301,300900
1142,224,494,206,298900
1029,205,461,212,310800
248,68,124,51,450000
624,170,410,148,208300
157,28,88,27,162500
1877,427,712,398,290900
2316,468,1047,476,321600
3390,691,1645,596,253700
6848,1584,3269,1383,243300
4265,912,1555,836,298300
1495,311,506,275,320000
1185,246,480,253,277300
1427,281,620,236,262500
1529,385,1347,348,239100
3452,784,2987,753,260300
2064,496,1726,466,233300
492,139,316,168,225000
351,81,308,75,325000
2479,515,1816,496,300000
2605,678,2071,611,265000
1182,307,1029,306,214600
1057,276,837,292,229000
1919,404,1483,421,253900
1892,415,1442,371,230000
1678,386,1220,357,255300
2164,606,2034,513,178100
2452,623,1932,549,236100
1282,334,1176,305,206300
4110,846,2147,674,201000
4864,972,3134,959,217300
3490,712,2337,781,225400
2462,509,1587,450,211800
4037,990,2722,834,140400
6804,1664,4737,1581,203400
1462,308,924,302,185300
120,27,55,19,187500
543,,259,89,193800
1388,276,871,265,193800
1517,299,879,309,195100
1931,329,1025,293,192000
1070,224,567,207,189000
1489,326,1115,356,199300
1609,340,1064,290,206300
2893,570,1923,535,192300
135,34,93,26,181300
3065,622,1405,606,275900
1754,382,928,354,270800
1403,262,839,255,255200
2524,559,1430,476,254700
2515,576,1209,540,284900
409,86,148,70,335000
831,175,415,159,249000
1842,339,1032,357,250800
2019,418,999,448,271300
1916,432,889,424,279900
1674,346,734,335,281300
1271,353,1076,324,263900
2163,607,1447,546,275000
1663,330,935,335,240900
1728,398,1178,315,229600
2058,399,1208,399,230000
3426,769,2261,671,246400
1651,351,973,366,240900
2084,550,1438,516,258600
1540,370,1136,363,243000
3230,654,1765,611,292300
1583,347,935,341,263200
1435,322,1008,329,264000
1386,276,729,274,275500
1289,280,782,235,259800
1775,347,1102,367,267200
2381,492,1485,447,270000
866,205,587,171,261900
1819,411,1534,406,229400
1871,342,1055,310,279300
1791,322,988,304,254500
1985,401,1337,424,240900
2604,573,1703,507,230200
1947,411,1170,384,238700
1413,406,1027,362,233000
1931,358,1092,356,271300
2115,378,1168,365,272500
1474,308,998,330,250300
1465,306,1119,315,219400
971,248,647,208,239300
2789,567,1682,552,276200
2104,434,1225,410,242900
1650,316,904,295,236200
2638,546,1789,521,244700
2912,562,1989,537,252600
3427,696,2363,661,254000
2206,478,1583,456,250500
2890,571,1769,541,252000
3351,719,2101,706,242000
3602,738,2270,647,251800
1494,306,1463,360,222600
1557,405,1173,385,265000
2675,585,1773,540,268500
1729,319,890,300,261800
1380,272,847,284,260000
2559,506,1562,498,270600
1658,322,1086,326,261600
1578,351,1159,299,243600
1580,337,1425,330,246200
1527,283,1102,282,231600
2878,564,1633,528,266900
1508,278,1138,304,266500
1410,286,879,282,255600
1507,282,929,281,247700
2711,591,1848,524,251500
1230,247,895,257,248900
2370,441,1524,470,264100
3131,669,2204,600,251000
1948,413,1434,396,219100
1883,397,1411,438,238000
2289,481,1697,465,226300
5015,1240,3900,1029,181900
2054,433,1738,429,213900
1852,429,1615,447,217800
1975,440,1528,424,218300
1167,250,953,253,241900
2602,,1330,647,278600
2236,545,1186,532,414300
1824,388,799,363,435700
1817,449,948,380,390000
5283,1330,2659,1269,500000
1072,165,363,168,367700
2192,438,954,456,374200
2941,783,1545,726,406500
2680,740,1587,713,359600
2842,670,1396,648,345700
2465,489,1170,498,306700
2064,484,1055,467,329600
3525,941,1675,857,330000
4001,809,1886,756,350000
3200,689,1391,618,338000
2399,426,911,423,361000
2413,431,1095,437,357000
2747,472,1281,448,366300
2807,487,1152,445,420300
2464,459,1179,458,358600
1590,236,622,232,500001
1207,152,465,162,500001
2713,396,1090,401,500001
3238,544,1293,470,381700
1598,285,689,265,337400
1538,305,819,319,333600
2303,381,862,371,349000
1997,356,772,348,322600
1363,302,1786,301,313400
1849,287,695,258,394000
1596,276,642,273,349500
1905,291,707,284,431000
6429,1093,2535,1109,335100
3700,684,1488,623,313600
5688,930,2263,908,346800
2180,326,856,326,416900
2053,281,791,287,500001
2055,265,735,252,500001
3797,668,1633,658,363600
3688,640,1605,567,365600
2673,349,876,338,500001
3547,506,1276,491,426800
2951,406,1115,397,405200
2134,277,936,285,484600
2151,280,762,274,500001
1653,252,641,224,500001
1836,319,767,302,399000
2401,346,812,328,394100
2510,438,1153,407,335100
2857,469,1431,496,344200
1912,,970,406,275500
2838,567,1411,526,261400
1350,241,752,246,266200
2035,424,1193,430,264200
3581,758,1670,703,269200
982,197,653,171,231900
1406,235,771,239,219300
1773,345,1083,315,221200
2690,554,1795,539,225000
1723,389,1216,399,238600
1207,255,658,220,228600
1690,339,962,317,221500
2399,419,1225,399,244100
2254,,1388,404,232000
2547,511,1577,516,237900
1961,427,1211,409,239400
968,199,434,162,239300
1453,306,817,310,246700
1690,307,770,294,259700
964,173,613,201,228900
2253,431,1382,392,221600
1642,351,1138,340,219500
1711,348,1138,325,225000
1833,388,1093,363,211800
2660,616,1491,602,348600
2304,558,1273,512,332100
2684,574,1395,549,323800
2236,484,1171,467,322100
1845,336,1015,337,331300
3260,653,1594,632,336100
1382,230,708,279,339800
2564,502,1092,459,329600
2245,425,1091,409,331200
1792,305,782,287,332700
1351,270,650,265,339800
1724,295,795,297,353600
1637,304,729,281,323100
2095,410,1126,429,318400
2515,494,1583,477,317600
2453,508,1056,453,311800
2203,407,1052,405,329200
2555,548,1285,482,314700
2074,401,1136,409,331000
2181,419,1041,379,320200
2140,425,1105,401,308500
2341,461,1092,438,297800
2044,393,979,378,319100
2387,424,1041,408,321200
2226,385,1177,416,323800
2189,433,1147,420,321300
2285,435,1211,442,323100
2166,423,1072,370,314300
2841,517,1372,517,335000
1190,182,497,199,438500
1186,213,487,207,340800
2442,449,1188,436,317700
2302,457,1154,424,315200
1597,240,566,231,500001
2382,392,867,376,371500
1937,336,742,307,369400
1399,224,530,235,433300
1821,292,742,298,406200
3195,828,2410,778,350000
1176,286,564,258,350000
3850,1018,1497,829,400000
1405,338,733,342,187500
2403,638,1281,603,112500
2018,422,1142,463,307700
2108,456,1299,447,316200
1993,410,1009,374,295600
1408,295,891,269,296300
1491,285,841,306,278800
1672,344,838,314,291500
2373,481,1247,454,283200
2345,624,1439,614,268900
2527,619,1332,558,274200
2320,562,1499,521,260800
2226,480,1272,468,284100
1673,377,1078,393,272300
1620,,941,328,270200
1819,,1137,354,271800
1592,325,920,322,272200
1739,343,872,330,286300
2310,445,1266,490,297800
1771,349,1098,342,296600
1472,275,820,310,300000
2374,496,1087,426,275700
2527,518,1434,444,275700
2298,457,1429,477,272400
2792,615,1640,579,272800
1667,395,1041,387,273700
2082,470,1154,403,268100
2006,415,1230,435,271100
2005,359,847,356,500001
2165,580,1067,530,350000
2594,622,1421,593,350000
2059,416,999,402,500001
3429,773,1584,696,500001
1485,386,880,385,307100
2635,587,1302,577,416700
2844,623,1380,596,500001
437,105,194,87,500001
2383,477,990,464,483300
2388,507,1078,494,443300
1941,436,955,425,396400
2835,728,1674,684,375000
4683,1055,2246,975,457800
3371,794,1738,753,335300
3028,815,1704,718,322900
3304,792,1783,777,352200
1647,236,546,227,500001
3146,478,1143,455,500001
2488,281,805,295,500001
4140,984,2030,892,376800
2632,542,1364,544,441700
2051,552,1400,510,375000
3088,727,1636,662,360700
3193,688,2099,681,402900
2241,443,1042,377,398400
2275,412,1166,424,421300
2169,522,1220,505,446900
2951,647,1448,591,422400
3021,569,1479,514,414600
2042,378,1153,408,404700
3143,635,1350,623,366700
3047,641,1427,620,337200
2666,515,1362,494,393800
2556,595,1202,568,348500
2159,437,1111,417,346400
2910,611,1508,515,311400
2695,643,1505,644,329100
3440,722,1663,665,356300
2342,458,1170,458,369200
2433,454,1070,420,359500
2050,439,1109,437,318500
2723,579,1419,519,328400
2176,441,1040,448,500001
1922,427,1049,443,348500
1769,414,1032,380,324700
2299,441,1252,415,336700
2739,569,1312,531,322900
2646,607,1418,563,332800
2564,499,1056,460,351100
2496,494,1201,454,342200
2131,625,1229,572,322200
6927,1258,4715,1165,500001
8,1,13,1,500001
2975,968,1453,828,318900
4219,1125,3549,993,212800
479,125,355,108,180400
126,24,37,27,225000
54,9,23,9,225000
1088,190,558,166,207100
1649,328,1183,356,223700
1942,724,1618,638,52500
1200,364,1448,318,52500
1026,330,1109,333,63300
888,324,630,258,112500
287,119,154,85,75000
761,306,438,282,87500
674,242,575,193,45000
107,79,167,53,22500
1212,366,1202,343,76800
1112,227,583,216,77600
1610,480,1025,440,110200
1778,541,1237,462,103100
1669,558,1340,484,92300
2668,812,1398,721,110400
1475,238,736,260,105100
1354,314,679,311,97400
2654,468,1157,494,107600
1829,301,694,319,92600
2348,507,1455,479,66000
1624,448,1805,440,61300
557,165,573,144,59000
1318,308,1368,310,54600
512,133,676,124,52000
1406,357,1489,386,56800
1766,444,1406,421,52700
288,86,272,54,42500
2827,655,2037,574,63800
964,230,742,209,43000
375,108,323,98,45000
452,109,412,97,60800
24,6,23,5,67500
40,10,64,14,55000
1938,332,788,320,118400
1700,344,922,357,87200
1832,365,975,373,88100
1619,340,906,339,80300
1839,442,2010,416,59400
747,189,338,145,62100
123,21,50,20,50000
2493,454,1203,436,94600
2830,659,1554,654,113700
3656,681,1698,671,93900
614,95,227,107,247400
1343,183,462,193,189900
3247,643,1737,665,94100
3113,576,1746,544,84600
3166,575,1351,561,91600
2270,427,1097,453,87800
2453,490,1093,438,88800
1727,386,730,342,92600
1511,292,721,320,87400
1953,492,999,371,90800
3386,663,1228,619,141500
2980,537,1128,510,113600
1824,277,720,309,183700
2604,454,988,442,123100
625,143,533,159,65400
2995,555,1392,503,98800
2501,565,1171,550,76700
2373,461,990,444,98300
2259,417,766,385,105400
930,191,463,185,90600
1271,528,2019,524,81300
2375,494,1167,471,87500
3375,659,1388,631,93800
495,116,284,97,55700
3274,820,2050,738,55700
2608,516,1322,528,70000
1005,200,492,172,72800
941,184,414,171,69900
965,198,498,195,75200
1023,243,550,224,54400
527,133,367,152,63600
948,221,749,208,52700
583,114,310,93,54200
1633,433,885,413,54200
1765,414,1056,414,48300
1189,295,891,292,50500
1288,344,846,293,63100
940,208,690,181,62300
2398,448,1143,444,69800
855,189,716,206,75000
1511,316,892,304,63500
1703,362,1208,373,55300
819,184,677,183,59300
1841,428,1368,390,62000
461,101,382,79,54000
535,105,335,102,62800
2205,478,1730,472,68300
874,217,788,222,57700
2001,428,1384,401,62200
361,63,169,62,63800
1509,308,967,278,65900
2232,488,1857,435,113600
1185,237,960,245,65000
964,232,782,218,55900
1673,382,1734,400,48300
2109,531,2248,588,53000
1610,412,1409,365,51700
1451,320,1413,283,61200
2680,634,2188,611,56700
499,115,451,124,60300
2806,685,2268,635,57700
2488,578,1854,514,59100
1438,351,1294,342,61800
1491,346,1223,343,67800
1061,230,851,195,61600
1096,240,1175,278,73100
820,179,576,155,65900
1556,314,1140,304,81400
3308,766,3201,720,73900
450,123,236,103,80400
886,196,517,188,67200
1175,260,951,267,57700
2351,564,1591,549,57200
2204,473,1277,435,59200
811,168,514,152,89200
1514,337,1121,337,58400
1737,381,1177,347,56400
1484,314,1163,336,72100
2109,427,1742,426,66000
590,129,315,99,85700
4535,762,1562,743,225800
3564,730,1539,699,152400
1649,369,732,350,123800
2430,315,1016,314,242000
2682,599,1520,601,94400
926,230,451,198,173300
2178,667,1192,579,87100
1080,166,507,182,166900
2033,452,1114,446,175000
1612,234,630,255,155100
3877,687,1642,647,129200
